Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.385,0.343447522,0.001450948,1.184,1.84E-05,1000,0.001,0.072,0.024031314,0.10791939
0.095,0.85,0.003,1.18,1.81E-05,882,0.00256,0.03,0.02238507,0.06944429
0.19,2.5,0.001,1.18,1.81E-05,1197,0.0396,0.0621,0.059962744,0.090161512
0.385,2.579967303,0.001897149,1.184,1.84E-05,1000,0.001,0.072,0.096214833,0.162324647
0.297286585,1.570853658,0.001592988,1.185,1.81E-05,997.2713415,0.000946982,0.072,0.024927408,0.091655183
0.293431746,1.680531646,0.000765388,1.188557119,1.81E-05,997.7712169,0.001077122,0.072,0.206240558,0.244966434
0.385,0.615848379,0.001,1.182421603,1.83E-05,1000,0.000956989,0.072,0.053395555,0.200199564
0.385,1.368913662,0.003,1.184,1.84E-05,1000,0.001,0.072,0.012365234,0.111103739
0.385,0.883957279,0.002284693,1.184,1.84E-05,1000,0.001,0.072,0.178705888,0.234670728
0.156,0.542118927,0.0004,55.940258,1.81E-05,1090,0.0094,0.045,0.016775061,0.152953196
0.385,1.734503917,0.002798925,1.18,1.82E-05,1000,0.0008,0.07092,0.14872932,0.249136609
0.385,0.584627564,0.001245913,1.184,1.84E-05,1000,0.001,0.072,0.124587301,0.240714571
0.385,0.573821681,0.003,1.182234303,1.83E-05,1000,0.000951885,0.072,0.205417041,0.254762136
0.15,2.7,0.0005,0.2,1.97E-05,1000,0.001,0.0728,0.022529497,0.049750093
0.16,1.28,0.002,1.18,1.81E-05,1180.272727,0.0117,0.065704156,0.017805829,0.080049351
0.24,0.592555153,0.001,1.185,1.81E-05,997,0.00089,0.072,0.096272644,0.17698373
0.095,0.85,0.003,1.18,1.81E-05,882,0.00256,0.03,0.019676178,0.062307765
0.385,1.980194948,0.025,1.180588261,1.82E-05,1000,0.000829413,0.07107883,0.058757716,0.14273825
0.385,1.230694762,0.00232,1.184,1.84E-05,1000,0.001,0.072,0.122676753,0.20088401
0.24,0.609618334,0.001,1.185,1.81E-05,997,0.00089,0.072,0.145295982,0.153262514
1,2,0.002251962,1.184,1.84E-05,1000,0.000891,0.072,0.014838626,0.0315
0.16,2.488614048,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.063194469,0.170439459
0.385,1.212388873,0.025,1.181250701,1.83E-05,1000,0.000925082,0.072,0.157912749,0.212709563
0.15,1.5,0.002,2.304018509,1.81E-05,1113,0.021,0.048,0.095035107,0.185242257
0.385,0.331996575,0.003,1.184,1.84E-05,1000,0.001,0.072,0.042514057,0.1377
0.385,1.549989837,0.087,1.184,1.84E-05,1000,0.001,0.072,0.27806055,0.217473041
0.385,1.610847386,0.002938602,1.183877205,1.84E-05,1000,0.000996654,0.072,0.287261332,0.302666298
0.16,2.473116007,0.001661488,1.181692561,1.81E-05,1000,0.001,0.072,0.105554918,0.189813748
0.16,2.249932632,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.188293623,0.250022396
0.385,1.655020447,0.05,1.184,1.84E-05,1000,0.001,0.072,0.072483121,0.14024356
0.112499472,2,0.001,1.157273687,1.81E-05,1017.044735,0.001227263,0.073481789,0.13545656,0.302449598
0.385,0.629113894,0.000984003,1.184,1.84E-05,1000,0.001,0.072,0.093209232,0.182989774
0.385,1.084691745,0.002927216,1.180145568,1.82E-05,1000,0.000894967,0.072,0.292642762,0.295694619
0.385,1.656210902,0.025,1.183213606,1.84E-05,1000,0.000978571,0.072,0.064316418,0.139602855
0.14,0.4,0.0005,1.185,1.81E-05,999.2410648,0.00091,0.071,0.043447866,0.26454099
0.385,2.335458266,0.001,1.184,1.84E-05,1000,0.001,0.072,0.045017885,0.133435289
0.24,0.231746171,0.001,1.185,1.81E-05,997,0.00089,0.072,0.102013407,0.159619429
0.29,1.6,0.0005,1.185,1.81E-05,783,0.0027,0.027,0.014800446,0.124177712
0.385,0.552661189,0.005051294,1.182735058,1.83E-05,1000,0.00096553,0.072,0.262291525,0.282268376
0.15,2.7,0.0005,13,1.81E-05,1462,0.000575,0.03,0.060529616,0.458180702
0.155872426,2.355721279,0.000617449,1.18,1.81E-05,997.936213,0.001006191,0.071545967,0.151121334,0.335512604
0.385,1.58323075,0.002403856,1.184,1.84E-05,1000,0.001,0.072,0.10163503,0.177534601
0.385,2.263972992,0.001820979,1.184,1.84E-05,1000,0.001,0.072,0.268190047,0.264914825
0.19,2.5,0.001,1.18,1.81E-05,1197,0.0396,0.0621,0.03357794,0.061225454
0.385,1.789977413,0.001793256,1.184,1.84E-05,1000,0.001,0.072,0.023005313,0.070133244
0.385,1.9402875,0.000906967,1.181860666,1.83E-05,1000,0.000941703,0.072,0.084424162,0.160023886
0.385,0.828056216,0.000962023,1.184,1.84E-05,1000,0.001,0.072,0.232679753,0.283033528
0.301,1.802238992,0.03,1.18,1.81E-05,1015,0.0011,0.073,0.018967795,0.046463584
0.385,0.316059087,0.002703105,1.184,1.84E-05,1000,0.001,0.072,0.063318008,0.179041912
0.3,1.56,0.016,1.185,1.81E-05,997,0.00089,0.072,0.15439729,0.159411468
0.13724087,1.5,0.010357916,2.509158512,1.70E-05,1054.503389,0.001324621,0.074212585,0.111434843,0.336247718
0.24,1.238992367,0.001,1.185,1.81E-05,997,0.00089,0.072,0.090303876,0.153688393
0.385,0.465558828,0.014,1.184,1.84E-05,1000,0.001,0.072,0.087383365,0.08994811
0.1,1.1,0.0005,1.185,1.81E-05,783,0.0027,0.027,0.122820186,0.347752186
0.14,0.338876343,0.0055,1.185,1.81E-05,998,0.001,0.072,0.096974247,0.112620697
0.3,3.2,0.005,5.74,1.81E-05,998,0.001,0.0717,0.216002847,0.422120879
0.2,7.23,0.001,1.12,1.81E-05,1002.494553,0.000989935,0.072503267,0.031369166,0.1165686
0.23,1.2,0.007,1.16,1.81E-05,684,0.00041,0.02,0.159819103,0.294391988
0.385,0.266291374,0.001730767,1.18338462,1.84E-05,1000,0.000983231,0.072,0.266327055,0.308369248
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.023284036,0.205107613
0.385,1.132210118,0.001,1.184,1.84E-05,1000,0.001,0.072,0.203414991,0.264781933
0.24,1.186276693,0.001,1.185,1.81E-05,997,0.00089,0.072,0.089771382,0.189686721
0.385,1.673029061,0.025,1.181971703,1.83E-05,1000,0.000944729,0.072,0.05380746,0.130874305
0.095,0.85,0.003,0.0829,9.20E-06,888,0.000812,0.0284,0.049537063,0.092267238
0.10004209,1.10350748,0.000528789,1.184824626,1.81E-05,998,0.001096493,0.072,0.022051271,0.13626088
0.385,0.618098996,0.001479754,1.183838036,1.84E-05,1000,0.000991902,0.07195627,0.094815277,0.19725572
0.385,0.986428615,0.001,1.183246707,1.84E-05,1000,0.000962335,0.071796611,0.042431545,0.145982485
0.29,1.6,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.030967316,0.138821539
1,2,0.002346575,1.184,1.84E-05,1000,0.000891,0.072,0.016049045,0.033355646
0.3,0.4,0.0254,1.18,1.81E-05,997,0.00089,0.072,0.048285045,0.127303564
0.385,0.322007209,0.025,1.182309848,1.83E-05,1000,0.000953943,0.072,0.152638039,0.163602822
1,2,0.002588804,1.184,1.84E-05,1000,0.000891,0.072,0.01923858,0.041381717
0.1,0.988237296,0.01,1.128,1.90E-05,1026.8,0.0007277,0.07,0.022213871,0.058811652
0.19,2.5,0.001,1.18,1.81E-05,1193.997185,0.036518164,0.062273847,0.02171917,0.044824356
0.385,1.449843958,0.003,1.181297454,1.83E-05,1000,0.000926356,0.072,0.205833315,0.246824219
0.385,0.909661856,0.003,1.183249787,1.84E-05,1000,0.000979557,0.072,0.126523192,0.212392667
0.16,1.28,0.002,1.18,1.81E-05,1182.250869,0.014093552,0.065444171,0.015232551,0.06985307
0.385,2.372164664,0.002146307,1.184,1.84E-05,1000,0.001,0.072,0.032213468,0.119754924
0.385,0.358786801,0.025,1.184,1.84E-05,1000,0.001,0.072,0.043657619,0.068057952
0.385,0.313611705,0.003,1.182718893,1.83E-05,1000,0.000935945,0.071654101,0.060863946,0.185392633
0.385,1.635002811,0.05,1.184,1.84E-05,1000,0.001,0.072,0.086411124,0.150626155
0.1,0.577466298,0.01,1.015,2.07E-05,748.3,0.000509,0.0187,0.082053015,0.450027902
0.385,1.64192553,0.025,1.184,1.84E-05,1000,0.001,0.072,0.074854022,0.147017711
1,2,0.002,1.184,1.84E-05,1000,0.000891,0.072,0.008674096,0.019861793
0.385,1.367627508,0.001025627,1.180051254,1.82E-05,1000,0.000892397,0.072,0.027040939,0.111940895
0.385,1.620943665,0.014,1.184,1.84E-05,1000,0.001,0.072,0.094278498,0.15798424
0.385,1.787079309,0.006,1.184,1.84E-05,1000,0.001,0.072,0.018689736,0.071658327
0.16,2.112501307,0.001,1.185,1.81E-05,1000,0.001,0.072,0.047869732,0.154984435
0.385,1.289379909,0.087,1.184,1.84E-05,1000,0.001,0.072,0.201608386,0.162695369
0.63,2.2,0.0025,1.18,1.81E-05,998,0.001,0.072,0.222046284,0.260399785
0.63,1.9,0.0025,1.18,1.81E-05,790,0.0029,0.028,0.095644987,0.253281043
0.1016,0.708424296,0.0016,48.5,1.81E-05,870,0.028,0.029,0.091064256,0.221497534
0.296150793,0.649438064,0.001935847,1.185,1.81E-05,997,0.00089,0.072,0.06708904,0.160122883
0.15,2.7,0.0005,0.2,1.97E-05,740,0.00086,0.0235,0.052175623,0.113654306
0.316,2.24,0.005,4.392442161,1.81E-05,897.3397417,0.000634166,0.028733974,0.099833145,0.375246921
0.385,1.769238643,0.006,1.184,1.84E-05,1000,0.001,0.072,0.021750768,0.080930476
0.385,1.894060839,0.006,1.184,1.84E-05,1000,0.001,0.072,0.099833145,0.180024042
0.385,1.360244891,0.025,1.183920327,1.84E-05,1000,0.000996016,0.071978488,0.06142909,0.116720276
0.385,0.600035062,0.001778067,1.184,1.84E-05,1000,0.001,0.072,0.136854097,0.22073891
0.398009453,1.884774413,0.0015,1.183452234,1.84E-05,1000,0.001,0.072,0.117517384,0.191685034
1,2,0.019,1.184,1.84E-05,1000,0.000891,0.072,0.002953581,0.006205395
0.306693019,1.611319974,0.000587858,1.18412142,1.81E-05,998.351432,0.001063275,0.072,0.33933223,0.298705817
0.385,0.739349999,0.006,1.184,1.84E-05,1000,0.001,0.072,0.203374427,0.248482943
0.385,0.628059567,0.006,1.184,1.84E-05,1000,0.001,0.072,0.099797407,0.184364901
0.19,2.5,0.001,1.188523679,1.81E-05,1186.097495,0.028410587,0.062731198,0.276000442,0.263759887
0.385,1.484242472,0.002614717,1.184,1.84E-05,1000,0.001,0.072,0.15364558,0.228953665
0.385,0.997521193,0.001409434,1.18327547,1.84E-05,1000,0.000963774,0.071804377,0.038510461,0.136309061
0.385,1.859005083,0.000832554,1.183348922,1.84E-05,1000,0.000982258,0.072,0.14215398,0.195220591
0.15,2.7,0.0005,4.374977657,1.81E-05,1000,0.001,0.0728,0.033966825,0.178357402
0.24,0.668887237,0.001,1.185,1.81E-05,997,0.00089,0.072,0.040683246,0.071009395
0.385,1.645461294,0.00153542,1.18,1.82E-05,1000,0.000866638,0.071710873,0.262521175,0.287672078
1,2,0.002,1.184,1.84E-05,1000,0.000891,0.072,0.008627297,0.018902736
0.385,1.857278033,0.025,1.183737565,1.84E-05,1000,0.000992849,0.072,0.003671705,0.035154926
0.15,1.1505,0.0007,1.165,1.76E-05,1000,0.000891,0.072,0.146245627,0.211209997
0.385,1.43554574,0.001,1.180563792,1.82E-05,1000,0.000906363,0.072,0.204668055,0.254237544
0.16,1.863290811,0.001,1.185,1.81E-05,1000,0.001,0.072,0.159143682,0.254680558
0.24,1.405396055,0.001,1.185,1.81E-05,997,0.00089,0.072,0.019249861,0.039992848
0.385,1.559590209,0.001186709,1.184,1.84E-05,1000,0.001,0.072,0.100019915,0.189846363
0.316,2.24,0.005,4.696494307,1.81E-05,862,0.00054,0.0277,0.139846469,0.347421789
0.385,1.5008648,0.025,1.184,1.84E-05,1000,0.001,0.072,0.161625701,0.220332323
0.245720587,2.076327789,0.001,1.182139706,1.81E-05,998.7161761,0.000952926,0.072,0.052530185,0.084920138
0.63,1.9,0.0025,1.18,1.81E-05,790,0.0029,0.028,0.04323055,0.167602237
0.1,1.140607929,0.010526812,1.500718478,1.81E-05,898.207648,0.001610645,0.035442537,0.065275261,0.174592323
0.385,1.246749863,0.0023687,1.184,1.84E-05,1000,0.001,0.072,0.099113099,0.190439429
0.09,0.9,0.00065,1.18,1.81E-05,854,0.032,0.0322,0.00573425,0.018540879
0.2,7.23,0.001,1.12,1.81E-05,1012.944466,0.001096792,0.072358488,0.009265267,0.033754776
0.14,2.58086224,0.000581117,1.18,1.81E-05,1080,0.001,0.073,0.011428176,0.044110636
0.300120765,1.511162437,0.015855081,1.184396173,1.81E-05,999.1737788,0.000915361,0.072120765,0.025659259,0.038758469
0.385,2.220477981,0.087,1.184,1.84E-05,1000,0.001,0.072,0.016365063,0.038777101
0.15,1.1505,0.0007,1.165,1.76E-05,996,0.000901,0.072,0.080550213,0.203335789
0.3,3.2,0.005,5.74,1.81E-05,998,0.001,0.0717,0.266616258,0.465805685
0.385,0.34698528,0.025,1.18,1.82E-05,1000,0.0008,0.07092,0.069072187,0.098749782
0.385,1.725471921,0.003,1.18,1.82E-05,1000,0.000891,0.072,0.040278575,0.103619114
0.156,0.566913331,0.0004,41.9,1.81E-05,1088.073043,0.008988332,0.045875889,0.017004045,0.114206435
0.156,0.527707002,0.0004,18.62,1.81E-05,998,0.001,0.072,0.029200184,0.175476487
0.385,0.321664286,0.025,1.180486494,1.82E-05,1000,0.000904257,0.072,0.150358086,0.164468916
0.24,0.616430554,0.001,1.185,1.81E-05,997,0.00089,0.072,0.132672424,0.14384179
0.385,1.978312336,0.025,1.18,1.82E-05,1000,0.000824628,0.071212284,0.058419354,0.143563724
0.385,1.788625385,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.023729436,0.070842994
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.027286227,0.253406933
0.162,1.366476666,0.00132,4.66,1.81E-05,1000,0.001,0.072,0.063488966,0.245036492
0.15,2.4,0.0005,1.18,1.81E-05,998.4250068,0.001004725,0.072201503,0.375077337,0.357672309
0.385,0.37499507,0.014,1.184,1.84E-05,1000,0.001,0.072,0.033641557,0.025956244
0.14,1.825350023,0.001,1.18,1.81E-05,1080,0.001,0.073,0.139966152,0.323914388
0.385,0.642189889,0.025,1.180402344,1.82E-05,1000,0.000901964,0.072,0.146156969,0.165977637
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.045329666,0.399618816
0.14,1.008,0.0055,1.185,1.81E-05,998,0.001,0.072,0.084488815,0.1109289
0.161312768,4.215154239,0.004477708,1.168687232,1.81E-05,727.2925025,0.000602925,0.021418149,0.053244944,0.192274623
0.63,1.9,0.0025,1.18,1.81E-05,790,0.0029,0.028,0.29996716,0.38531677
0.16,2.332976,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.15057601,0.222325968
0.1,1.3,0.0043,3.226301661,1.81E-05,805.0119628,0.002516271,0.023976869,0.10630888,0.205897316
0.16,1.911745326,0.001,1.185,1.81E-05,1000,0.001,0.072,0.127049505,0.235310338
0.385,0.37641266,0.014,1.184,1.84E-05,1000,0.001,0.072,0.230507824,0.230676316
0.63,1.9,0.0025,1.18,1.81E-05,790,0.0029,0.028,0.114214174,0.278834922
0.198025404,0.966713628,0.001653314,0.929324732,1.81E-05,826.6445726,0.002998815,0.026462483,0.146431179,0.185587448
0.09,0.9,0.00065,1.18,1.81E-05,774,0.0017,0.0291,0.006307245,0.02465776
0.23,1.2,0.007,5.82,1.81E-05,998,0.001,0.072,0.045364158,0.124833274
0.385,0.672364707,0.025,1.184,1.84E-05,1000,0.001,0.072,0.079252379,0.126803069
0.1,1.5,0.011,0.0837,9.31E-06,998,0.00101,0.0728,0.116587677,0.145350083
0.385,1.893101811,0.005255639,1.184,1.84E-05,1000,0.001,0.072,0.004326153,0.016595489
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.085348702,0.210580897
0.385,2.109945926,0.00159916,1.184,1.84E-05,1000,0.001,0.072,0.154753154,0.217094997
0.385,1.758320671,0.00186327,1.18,1.82E-05,1000,0.000839279,0.071386166,0.150492372,0.238834062
0.16,1.2,0.002,22.73231038,1.81E-05,1000,0.001,0.0728,0.061447218,0.236045846
0.385,1.925857127,0.006,1.184,1.84E-05,1000,0.001,0.072,0.099833145,0.166291106
1,2,0.002724396,1.184,1.84E-05,1000,0.000891,0.072,0.020028232,0.041745909
0.15,1.1505,0.0007,1.165,1.76E-05,996,0.000901,0.072405152,0.079060598,0.183774432
0.385,0.3493932,0.014,1.184,1.84E-05,1000,0.001,0.072,0.08899282,0.092479756
0.24,1.96516024,0.001,1.185,1.81E-05,997,0.00089,0.072,0.010011392,0.013439944
0.385,0.352022105,0.05,1.184,1.84E-05,1000,0.001,0.072,0.070438318,0.085668434
0.385,0.883823254,0.005682872,1.184,1.84E-05,1000,0.001,0.072,0.170353012,0.234805484
0.156,0.567987831,0.0004,41.9,1.81E-05,1045,0.0026,0.066,0.019882791,0.112538035
0.1,0.968381019,0.01,1.185,1.83E-05,997.08,0.0008937,0.072,0.041774329,0.077716829
0.385,1.903799151,0.002572654,1.184,1.84E-05,1000,0.001,0.072,0.289216119,0.293568991
0.385,0.359970974,0.003,1.183879394,1.84E-05,1000,0.000996713,0.072,0.004310881,0.065023636
0.385,1.757035215,0.014,1.184,1.84E-05,1000,0.001,0.072,0.032478839,0.087262676
0.15,2.7,0.0005,0.2,1.97E-05,1000,0.001,0.0728,0.073052224,0.100829847
0.385,1.438065784,0.000981632,1.184,1.84E-05,1000,0.001,0.072,0.011165137,0.066184556
0.14,0.56,0.003306026,1.185,1.81E-05,998,0.001,0.072,0.087651118,0.148430698
0.385,0.703171839,0.025,1.184,1.84E-05,1000,0.001,0.072,0.050356287,0.086767115
0.385,1.839229101,0.00093942,1.181211603,1.83E-05,1000,0.000924016,0.072,0.148087016,0.2038233
0.385,1.449399606,0.002670462,1.184,1.84E-05,1000,0.001,0.072,0.205946511,0.247043137
0.24,0.303555081,0.001,1.185,1.81E-05,997,0.00089,0.072,0.078283177,0.156811015
0.145091779,1.249035238,0.001983665,1.181363566,1.81E-05,999.4545735,0.001027271,0.072,0.312694325,0.278827287
0.15,2.7,0.0005,3.24,1.81E-05,1000,0.001,0.0728,0.031405978,0.163693822
0.1,1.3,0.0043,47.00314913,1.81E-05,794.661996,0.001416587,0.022359687,0.050030243,0.30686635
0.385,0.422015486,0.014,1.184,1.84E-05,1000,0.001,0.072,0.007614672,0.02091045
0.385,0.922242278,0.014,1.184,1.84E-05,1000,0.001,0.072,0.017379339,0.049753435
0.385,1.93775401,0.001,1.182174141,1.83E-05,1000,0.000950245,0.072,0.046954587,0.16110421
0.385,1.8402336,0.025,1.182625887,1.83E-05,1000,0.000962555,0.072,0.124597863,0.203352704
0.16,1.28,0.002,1.18,1.81E-05,1075.096683,0.002731674,0.069957431,0.032055882,0.16627928
0.16,1.28,0.002,1.18,1.81E-05,1084,0.00307,0.0688,0.032812782,0.168960746
0.385,0.642704688,0.002660427,1.18,1.82E-05,1000,0.000891,0.072,0.056126078,0.165298567
0.1,1.3,0.001,3.670391931,1.81E-05,793,0.00124,0.0221,0.107416981,0.239703521
0.122,2,0.001386006,1.14,1.81E-05,1030,0.0014,0.074,0.041736832,0.17666384
0.63,1.9,0.0025,1.18,1.81E-05,790,0.0029,0.028,0.015531795,0.100888299
0.385,0.308258995,0.001420471,1.184,1.84E-05,1000,0.001,0.072,0.266520611,0.309804714
0.385,0.334607017,0.014,1.184,1.84E-05,1000,0.001,0.072,0.153339303,0.130864318
0.1,0.4,0.00367,1.18,1.81E-05,1010,0.0011,0.073,0.041576671,0.078236881
0.159343063,2.383512242,0.000686861,1.18,1.81E-05,999.6715313,0.001000985,0.071927737,0.058065954,0.221732192
0.385,2.307542961,0.00206597,1.184,1.84E-05,1000,0.001,0.072,0.042581662,0.143745316
0.385,2.036788339,0.003,1.182891695,1.83E-05,1000,0.000969799,0.072,0.027251301,0.118260998
0.385,0.332623743,0.001408634,1.184,1.84E-05,1000,0.001,0.072,0.045011285,0.136006966
0.15,2.4,0.0005,1.18,1.81E-05,999.0054325,0.00100174,0.072451901,0.338616044,0.323369619
0.237262244,1.220755643,0.002642654,2.453949904,1.81E-05,997.2737756,0.000920115,0.072,0.094033235,0.1845911
0.385,1.367953134,0.006,1.184,1.84E-05,1000,0.001,0.072,0.293764819,0.292289966
0.108712623,2,0.001,1.164158867,1.81E-05,1011.88085,0.001158411,0.073275234,0.089772205,0.302184506
0.385,2.373049342,0.002336482,1.184,1.84E-05,1000,0.001,0.072,0.207642205,0.229570576
0.14,0.4,0.0005,1.18,1.81E-05,1007.707943,0.001,0.0713,0.068529035,0.471150715
0.385,1.437098219,0.001901617,1.184,1.84E-05,1000,0.001,0.072,0.005395093,0.06683605
0.385,1.659504,0.025,1.184,1.84E-05,1000,0.001,0.072,0.063309738,0.137944622
0.09765992,0.982996011,0.00167004,1.18265992,1.81E-05,786.2761117,0.001589398,0.025174738,0.018770119,0.128830315
0.385,1.479710262,0.025,1.184,1.84E-05,1000,0.001,0.072,0.150401388,0.214914906
0.15,2.7,0.0005,5.00028057,1.81E-05,740,0.00086,0.0235,0.020221989,0.107577286
0.16,2.339291945,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.148483815,0.22023447
0.24,1.241118456,0.001,1.185,1.81E-05,997,0.00089,0.072,0.07131003,0.152244371
0.14,0.4,0.0005,1.185,1.81E-05,997.9685567,0.000915157,0.070654716,0.02322021,0.144214407
0.16,2.36149294,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.13859141,0.212861476
0.183047988,1.376070044,0.004065499,7.15,1.81E-05,684,0.00041,0.02,0.075407954,0.365489167
0.385,2.709099966,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.035665702,0.120464571
0.385,0.69786342,0.014,1.184,1.84E-05,1000,0.001,0.072,0.059023088,0.093670677
0.3,0.4,0.0254,1.18,1.81E-05,997,0.00089,0.072,0.025168424,0.105251556
0.385,0.349973674,0.025,1.184,1.84E-05,1000,0.001,0.072,0.057062575,0.090978172
0.2,7.23,0.001,1.12,1.81E-05,1002.723895,0.000989285,0.072535765,0.061652548,0.141808294
0.385,1.681502205,0.014,1.184,1.84E-05,1000,0.001,0.072,0.060684654,0.126490779
0.24,0.633426911,0.001,1.185,1.81E-05,997,0.00089,0.072,0.15182352,0.120194472
0.385,0.689300531,0.003,1.18,1.82E-05,1000,0.000891,0.072,0.027140804,0.104846414
0.1,2,0.001840109,1.18,1.81E-05,1000,0.001,0.0728,0.072503041,0.222937657
0.15,2.273150332,0.000960089,1.18,1.81E-05,996.2502431,0.001011249,0.071175053,0.45237541,0.444845089
0.24,1.767603619,0.001,1.185,1.81E-05,997,0.00089,0.072,0.062745267,0.112642289
0.16,1.91766427,0.001,1.185,1.81E-05,1000,0.001,0.072,0.128630035,0.2329298
0.09,0.9,0.00065,1.18,1.81E-05,997,0.001,0.0692,0.001826321,0.004776163
0.385,1.768775441,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.026816542,0.081145746
0.15,1.1505,0.0007,1.165,1.76E-05,1000,0.000891,0.072,0.139787107,0.207999453
0.120095054,1.093543179,0.00960977,1.18,1.81E-05,1157.481491,0.001621815,0.074027659,0.332644912,0.262135256
0.156515609,2.412091054,0.00082578,1.183257804,1.81E-05,998.2578043,0.001005227,0.071616717,0.008273753,0.050614304
0.14,0.56,0.0055,1.185,1.81E-05,998,0.001,0.072,0.091814233,0.137269072
0.2,7.23,0.001,1.12,1.81E-05,1019.195442,0.001140005,0.072518536,0.080000912,0.183319546
0.15,2.7,0.0005,1.391224883,1.81E-05,740,0.00086,0.0235,0.101326986,0.233951161
0.385,2.368468154,0.005213164,1.184,1.84E-05,1000,0.001,0.072,0.042223684,0.121153029
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.042916147,0.381845791
0.24,0.341697418,0.001,1.185,1.81E-05,997,0.00089,0.072,0.019936861,0.050807294
0.385,0.611593685,0.006,1.184,1.84E-05,1000,0.001,0.072,0.151491334,0.23081638
0.385,0.826474753,0.001886121,1.181772242,1.83E-05,1000,0.000888612,0.071398505,0.206982705,0.284438974
0.1,0.923003446,0.01,1.146893032,1.88E-05,1016.949107,0.000782722,0.070662913,0.059325778,0.120965728
0.19,2.5,0.001,1.18,1.81E-05,998,0.001,0.0725,0.076782127,0.180248568
0.385,0.302324734,0.001362855,1.184,1.84E-05,1000,0.001,0.072,0.095550703,0.214744175
0.1,1.3,0.003115107,1.941626827,1.81E-05,803.2550638,0.002329601,0.023702354,0.106481664,0.179784565
0.1,1.22,0.003175,2.596366124,1.81E-05,998,0.001069681,0.072,0.180976711,0.24639858
0.156,0.57306172,0.0004,18.62,1.81E-05,1016.519102,0.001630438,0.069635859,0.018606928,0.104603883
0.14,0.4,0.0005,1.185,1.81E-05,997.2063976,0.000918968,0.07076904,0.031538163,0.207386289
0.108611959,2,0.001,1.164341892,1.81E-05,1011.743581,0.001156581,0.073269743,0.071897518,0.286995692
0.385,0.364211321,0.025,1.184,1.84E-05,1000,0.001,0.072,0.034103107,0.054034342
0.385,0.336887187,0.05,1.184,1.84E-05,1000,0.001,0.072,0.105257683,0.124955345
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.053348343,0.447337933
0.385,0.711229183,0.025,1.181382832,1.83E-05,1000,0.000928682,0.072,0.038603702,0.076370756
0.3,0.444996123,0.001589992,1.180899922,1.81E-05,997,0.00089,0.072,0.00781639,0.034828084
0.385,2.353663282,0.001621133,1.184,1.84E-05,1000,0.001,0.072,0.038307518,0.1266172
0.385,1.809067976,0.000853191,1.184,1.84E-05,1000,0.001,0.072,0.18154977,0.216825413
0.14,0.4,0.0005,1.18,1.81E-05,1007,0.001,0.0713,0.07106144,0.478370317
0.385,0.671567198,0.001152526,1.184,1.84E-05,1000,0.001,0.072,0.027087086,0.127828012
0.14,0.4,0.0005,1.185,1.81E-05,997,0.00092,0.0708,0.025789721,0.170480732
0.385,0.859811341,0.002401093,1.182802187,1.83E-05,1000,0.000940109,0.07167659,0.175527859,0.255569388
0.1,2,0.001,1.18,1.81E-05,1000,0.001,0.0728,0.13749011,0.238250876
0.214,2.04,0.001,1.14,1.81E-05,1030,0.0014,0.074,0.043898179,0.147530608
0.385,0.996158536,0.087,1.184,1.84E-05,1000,0.001,0.072,0.257939636,0.159817493
0.14,0.4,0.0005,1.180734435,1.81E-05,1005.824904,0.00098678,0.071255934,0.048707073,0.335743966
0.385,1.890183308,0.005615814,1.183487752,1.84E-05,1000,0.000986041,0.072,0.099589746,0.181698108
0.385,1.234350975,0.014,1.184,1.84E-05,1000,0.001,0.072,0.151296829,0.198450386
1,2,0.002,1.184,1.84E-05,1000,0.000891,0.072,0.014761707,0.032012019
0.150681886,2.393553383,0.000534094,1.180340943,1.81E-05,995.340943,0.001013977,0.070975007,0.025287835,0.170328872
0.15,2.7,0.0005,1.2,1.81E-05,1000,0.001,0.0728,0.041408647,0.162105321
0.14,0.4,0.0005,1.185,1.81E-05,998.1210756,0.000914395,0.070631839,0.05763748,0.272738575
0.158703037,1.426576051,0.001496837,1.180007827,1.81E-05,999.5504141,0.000984115,0.072,0.145370959,0.212930591
0.1,1.111926681,0.000765866,1.647655845,1.81E-05,998,0.001090061,0.072,0.19446099,0.249522363
